comment_id,link_person_id,data_class,assigned_channel,language_support_offer,accessible_format_offer,comment_language,comment_text
COMMENT-0345,LINK-1050,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,not_offered,synthetic English,I wanted a shorter explanation of the plan before leaving.
COMMENT-0346,LINK-1054,fully_synthetic_comment_linked_to_public_derived_meps,mail,offered,not_offered,synthetic English,The written plan and spoken explanation did not match for me.
COMMENT-0347,LINK-1055,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,offered,synthetic English,I was not sure which warning signs meant I should call for help.
COMMENT-0348,LINK-1056,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,not_offered,synthetic English,I wanted a shorter explanation of the plan before leaving.
COMMENT-0349,LINK-1058,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,"The instructions used clear words, but I still had one question about care at home."
COMMENT-0350,LINK-1061,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,not_offered,synthetic English,The plan did not say when a change should lead me to call.
COMMENT-0351,LINK-1069,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,The plan did not say when a change should lead me to call.
COMMENT-0352,LINK-1071,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,I wanted more time to ask questions and help choose the plan.
COMMENT-0353,LINK-1075,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,not_offered,synthetic English,Part of the visit was helpful and part was confusing.
COMMENT-0354,LINK-1078,fully_synthetic_comment_linked_to_public_derived_meps,web,offered,not_offered,synthetic English,I wanted more time to ask questions and help choose the plan.
COMMENT-0355,LINK-1084,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,"The instructions used clear words, but I still had one question about care at home."
COMMENT-0356,LINK-1085,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,offered,synthetic English,"The instructions used clear words, but I still had one question about care at home."
COMMENT-0357,LINK-1086,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,offered,synthetic English,The plan did not include a lower-cost option.
COMMENT-0358,LINK-1088,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,"I could not tell whether the follow-up was online, by phone, or in person."
COMMENT-0359,LINK-1089,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,not_offered,synthetic English,"The instructions used clear words, but I still had one question about care at home."
COMMENT-0360,LINK-1092,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,It was hard to find help during the evening or weekend.
COMMENT-0361,LINK-1093,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,offered,synthetic English,I have one more question about the next step.
COMMENT-0362,LINK-1094,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,offered,synthetic English,The medicine list was hard to follow after I got home.
COMMENT-0363,LINK-1097,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,offered,synthetic English,The team listened to my concern before explaining the next step.
COMMENT-0364,LINK-1100,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,I was not sure which warning signs meant I should call for help.
COMMENT-0365,LINK-1101,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,not_offered,synthetic English,I am not sure which part of the process this comment belongs to. I did not know who to contact after regular hours.
COMMENT-0366,LINK-1105,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,I wanted a shorter explanation of the plan before leaving.
COMMENT-0367,LINK-1108,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,offered,synthetic English,I was not sure which warning signs meant I should call for help.
COMMENT-0368,LINK-1109,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,not_offered,synthetic English,The plan did not say when a change should lead me to call.
COMMENT-0369,LINK-1117,fully_synthetic_comment_linked_to_public_derived_meps,mail,offered,not_offered,synthetic English,I had questions about what the visit or medicine would cost.
COMMENT-0370,LINK-1119,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,offered,synthetic English,"I knew which medicines changed, but not why."
COMMENT-0371,LINK-1121,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,I needed more help understanding when to take each medicine.
COMMENT-0372,LINK-1122,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,I did not feel included when the plan changed.
COMMENT-0373,LINK-1126,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,offered,synthetic English,The medicine list was hard to follow after I got home.
COMMENT-0374,LINK-1127,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,not_offered,synthetic English,The team listened to my concern before explaining the next step.
COMMENT-0375,LINK-1129,fully_synthetic_comment_linked_to_public_derived_meps,web,offered,not_offered,synthetic English,"The instructions used clear words, but I still had one question about care at home."
COMMENT-0376,LINK-1137,fully_synthetic_comment_linked_to_public_derived_meps,web,offered,not_offered,synthetic English,I needed more help understanding when to take each medicine.
COMMENT-0377,LINK-1139,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,offered,synthetic English,The medicine list was hard to follow after I got home.
COMMENT-0378,LINK-1143,fully_synthetic_comment_linked_to_public_derived_meps,mail,offered,not_offered,synthetic English,I did not feel included when the plan changed.
COMMENT-0379,LINK-1144,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_offered,not_offered,synthetic English,"I knew which medicines changed, but not why."
COMMENT-0380,LINK-1145,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,The plan named a phone number but did not explain when it was available.
COMMENT-0381,LINK-1146,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,I wanted a shorter explanation of the plan before leaving.
COMMENT-0382,LINK-1148,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,"The instructions used clear words, but I still had one question about care at home."
COMMENT-0383,LINK-1149,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,The team listened to my concern before explaining the next step.
COMMENT-0384,LINK-1151,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,not_offered,synthetic English,I was not sure which warning signs meant I should call for help.
COMMENT-0385,LINK-1152,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,The plan did not say when a change should lead me to call.
COMMENT-0386,LINK-1154,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,I needed more help understanding when to take each medicine.
COMMENT-0387,LINK-1155,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,offered,synthetic English,The plan named a phone number but did not explain when it was available.
COMMENT-0388,LINK-1159,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,offered,synthetic English,"I knew which medicines changed, but not why."
COMMENT-0389,LINK-1161,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,offered,synthetic English,I am not sure which part of the process this comment belongs to.
COMMENT-0390,LINK-1162,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,I did not know who to contact after regular hours. The plan did not include a lower-cost option.
COMMENT-0391,LINK-1164,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,I was not sure which warning signs meant I should call for help.
COMMENT-0392,LINK-1170,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,I am not sure which part of the process this comment belongs to.
COMMENT-0393,LINK-1172,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,The cost of the recommended follow-up made the plan harder to carry out.
COMMENT-0394,LINK-1176,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,I was not sure which warning signs meant I should call for help. The digital instructions were difficult to use on my device.
COMMENT-0395,LINK-1178,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,not_offered,synthetic English,I did not feel included when the plan changed. The written plan and spoken explanation did not match for me.
COMMENT-0396,LINK-1183,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,"The instructions used clear words, but I still had one question about care at home."
COMMENT-0397,LINK-1187,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,offered,synthetic English,It was hard to find help during the evening or weekend. I needed more help understanding when to take each medicine.
COMMENT-0398,LINK-1192,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,offered,synthetic English,The team listened to my concern before explaining the next step.
COMMENT-0399,LINK-1193,fully_synthetic_comment_linked_to_public_derived_meps,web,offered,not_offered,synthetic English,The medicine list was hard to follow after I got home. I was not sure which warning signs meant I should call for help.
COMMENT-0400,LINK-1195,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,It was hard to find help during the evening or weekend.
COMMENT-0401,LINK-1199,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,I did not feel included when the plan changed.
COMMENT-0402,LINK-1201,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,"I could not tell whether the follow-up was online, by phone, or in person."
COMMENT-0403,LINK-1206,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,offered,synthetic English,The written plan and spoken explanation did not match for me. The plan did not include a lower-cost option.
COMMENT-0404,LINK-1211,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_offered,not_offered,synthetic English,The plan named a phone number but did not explain when it was available.
COMMENT-0405,LINK-1212,fully_synthetic_comment_linked_to_public_derived_meps,web,not_offered,not_offered,synthetic English,The digital instructions were difficult to use on my device. I wanted a shorter explanation of the plan before leaving.
COMMENT-0406,LINK-1213,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,not_offered,synthetic English,I wanted more time to ask questions and help choose the plan.
COMMENT-0407,LINK-1214,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,offered,synthetic English,I did not know who to contact after regular hours.
COMMENT-0408,LINK-1219,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,I needed more help understanding when to take each medicine.
COMMENT-0409,LINK-1220,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,"The video visit worked, but I still needed a phone option."
COMMENT-0410,LINK-1221,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,I had questions about what the visit or medicine would cost.
COMMENT-0411,LINK-1224,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,"The cost of the recommended follow-up made the plan harder to carry out. The instructions used clear words, but I still had one question about care at home."
COMMENT-0412,LINK-1228,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,The plan did not say when a change should lead me to call.
COMMENT-0413,LINK-1229,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,offered,synthetic English,The written plan and spoken explanation did not match for me.
COMMENT-0414,LINK-1240,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,The plan did not say when a change should lead me to call.
COMMENT-0415,LINK-1241,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,not_offered,synthetic English,I was not sure which warning signs meant I should call for help.
COMMENT-0416,LINK-1243,fully_synthetic_comment_linked_to_public_derived_meps,mail,offered,not_offered,synthetic English,The plan did not include a lower-cost option.
COMMENT-0417,LINK-1248,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,I wanted more time to ask questions and help choose the plan.
COMMENT-0418,LINK-1249,fully_synthetic_comment_linked_to_public_derived_meps,mail,offered,not_offered,synthetic English,The digital instructions were difficult to use on my device.
COMMENT-0419,LINK-1251,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,offered,synthetic English,I wanted clearer guidance about symptoms that need urgent attention.
COMMENT-0420,LINK-1255,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,It was hard to find help during the evening or weekend.
